ダウンロード実行日,2026年08月08日現在,件数,6369件
ファンドコード,証券コード,ファンド名,ファンド名（ヨミ）,特定有価証券区分名,特定期1,特定期2,ＥＤＩＮＥＴコード,発行者名
"G15679","","ｉＦｒｅｅ　全世界株式インデックス（オール・カントリー）","アイフリーゼンセカイカブシキインデックスオールカントリー","内国投資信託受益証券","11月30日","","E06748","大和アセットマネジメント株式会社"
"G15680","","ゴールドマン・サックス社債／Ｏｎｅ米国株式戦略ファンド２０２５－１２","ゴールドマンサックスシャサイワンベイコクカブシキセンリャクファンドニイゼロニイゴウイチニイ","内国投資信託受益証券","12月10日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15681","","ニッセイ・Ｓ米国グロース株式メガ１０インデックスファンド＜購入・換金手数料なし＞","ニッセイエスベイコクグロースカブシキメガテンインデックスファンドコウニュウカンキンテスウリョウナシ","内国投資信託受益証券","9月20日","","E12453","ニッセイアセットマネジメント株式会社"
"G15683","459A0","野村高利回りＪリート指数ＥＴＦ","ノムラコウリマワリジェイリートシスウイーティーエフ","内国投資信託受益証券","3月12日","9月12日","E14415","シンプレクス・アセット・マネジメント株式会社"
"G15684","","りそなゴールドファンド（為替ヘッジなし）、りそなゴールドファンド（為替ヘッジあり）","リソナゴールドファンド　カワセヘッジナシ　リソナゴールドファンド　カワセヘッジアリ","内国投資信託受益証券","7月25日","","E32011","りそなアセットマネジメント株式会社"
"G15685","","たわらノーロード　米国物価連動国債（為替ヘッジあり）＜ラップ専用＞","タワラノーロード　ベイコクブッカレンドウコクサイカワセヘッジアリラップセンヨウ","内国投資信託受益証券","5月8日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15686","","たわらノーロード　米国物価連動国債（為替ヘッジなし）＜ラップ専用＞","タワラノーロード　ベイコクブッカレンドウコクサイカワセヘッジナシラップセンヨウ","内国投資信託受益証券","5月8日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15687","","たわらノーロード　フォーカス　防衛・航空宇宙","タワラノーロード　フォーカス　ボウエイコウクウウチュウ","内国投資信託受益証券","2月9日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15688","","京都二条城ホテルマザーファンド匿名組合","キョウトニジョウジョウホテルマザーファンドトクメイクミアイ","内国有価証券投資事業権利等","8月末日","","E41101","合同会社オーナーズブック・スリー"
"G15689","","ＧＳ　Ｐｌｕｓゴールド（為替ヘッジあり）／（為替ヘッジなし）","ジーエス　プラス　ゴールド　カワセヘッジアリ　カワセヘッジナシ","内国投資信託受益証券","10月20日","","E12457","ゴールドマン・サックス・アセット・マネジメント株式会社"
"G15691","461A0","ＭＡＸＩＳ日本株高配当ＳＭＡＲＴ５０上場投信","マクシスニホンカブコウハイトウスマートゴジュウジョウジョウトウシン","内国投資信託受益証券","2月10日","8月10日","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G15692","","たわらノーロード　米ドル建て社債（為替ヘッジあり）＜ラップ専用＞","タワラノーロード　ベイドルダテシャサイカワセヘッジアリラップセンヨウ","内国投資信託受益証券","5月8日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15693","","たわらノーロード　米ドル建て社債（為替ヘッジなし）＜ラップ専用＞","タワラノーロード　ベイドルダテシャサイカワセヘッジナシラップセンヨウ","内国投資信託受益証券","5月8日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15694","","たわらノーロード　米ドル建てハイイールド債券（為替ヘッジあり）＜ラップ専用＞","タワラノーロード　ベイドルダテハイイールドサイケンカワセヘッジアリラップセンヨウ","内国投資信託受益証券","5月8日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15695","","たわらノーロード　米ドル建てハイイールド債券（為替ヘッジなし）＜ラップ専用＞","タワラノーロード　ベイドルダテハイイールドサイケンカワセヘッジナシラップセンヨウ","内国投資信託受益証券","5月8日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G15696","","ＤＣターゲット・イヤーファンド（６資産・運用継続型）２０７０","ディーシーターゲット　イヤーファンド　ロクシサン　ウンヨウケイゾクガタ　ニセンナナジュウ","内国投資信託受益証券","8月28日","","E12444","三井住友トラスト・アセットマネジメント株式会社"
"G15697","","ＨＳＢＣグローバル・ターゲット利回り債券ファンド２０２５－１２（限定追加型）","エイチエスビーシーグローバルターゲットリマワリサイケンファンドニゼロニゴイチニゲンテイツイカガタ","内国投資信託受益証券","2月15日","","E12492","ＨＳＢＣアセットマネジメント株式会社"
"G15698","","アモーヴァ／ＢＳマネージャーセレクトファンド（為替ヘッジあり）","アモーヴァ　ビーエスマネージャーセレクトファンド　カワセヘッジアリ","内国投資信託受益証券","9月10日","","E12430","アモーヴァ・アセットマネジメント株式会社"
"G15699","","アモーヴァ／ＢＳマネージャーセレクトファンド（為替ヘッジなし）","アモーヴァ　ビーエスマネージャーセレクトファンド　カワセヘッジナシ","内国投資信託受益証券","9月10日","","E12430","アモーヴァ・アセットマネジメント株式会社"
"G15700","","しんきん円建て債券ファンド２０２５－１２（限定追加型）","シンキンエンダテサイケンファンドニーゼロニーゴーイチニーゲンテイツイカガタ","内国投資信託受益証券","4月25日","","E12422","しんきんアセットマネジメント投信株式会社"
"G15701","","三井物産グループのデジタル証券～名古屋・プライムオフィス～（譲渡制限付）","ミツイブッサングループノデジタルショウケンナゴヤプライムオフィスジョウトセイゲンツキ","内国信託受益証券・信託受益権","2月1日","8月1日","E40784","オルタナ信託株式会社"
