ダウンロード実行日,2026年08月08日現在,件数,11376件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E36393","内国法人・組合","上場","無","183","6月30日","株式会社ココルポート","Cocorport Inc.","カブシキガイシャココルポート","川崎市川崎区砂子２－５－１１りそな川崎ビル４階","サービス業","93460","9020001094849"
"E36394","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","サカイ繊維株式会社","","サカイセンイカブシキカイシャ","福井市花堂中二丁目１５番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6210001018295"
"E36396","個人（非居住者）（組合発行者を除く）","","","0","","Ｄｉｎｇ　Ｌｕ","","ディン　ルー","","個人（非居住者）（組合発行者を除く）","",""
"E36397","内国法人・組合（有価証券報告書等の提出義務者以外）","","","310","","株式会社ベストライフホールディングス","","カブシキガイシャベストライフホールディングス","新宿区西新宿二丁目６番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3011101046861"
"E36398","内国法人・組合","上場","有","752","3月31日","株式会社ジーネクスト","G-NEXT Inc.","カブシキガイシャジーネクスト","千代田区平河町２丁目８－９　ＨＢ河町ビル３Ｆ","情報・通信業","41790","6010001146785"
"E36399","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","グローバル・イノベーション・パートナーズ株式会社","","グローバルイノベーションパートナーズカブシキガイシャ","港区東新橋一丁目５番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010401060060"
"E36402","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＴＢ１株式会社","","ティービーワンカブシキガイシャ","中央区銀座四丁目９番８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010001213290"
"E36403","外国法人・組合（有価証券報告書等の提出義務者以外）","","","226","","Ｍｉｔｓｕｉ＆Ｃｏ．Ｇｌｏｂａｌ　Ｉｎｖｅｓｔｍｅｎｔ，Ｉｎｃ．","","ミツイ　アンド　コ　グローバルインベストメント　インク","５３５　Ｍｉｄｄｌｅｆｉｅｌｄ　Ｒｏａｄ，Ｓｕｉｔｅ　１００　Ｍｅｎｌｏ　Ｐａｒｋ，ＣＡ９４０２５","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36405","内国法人・組合","上場","無","1652","3月31日","株式会社イー・ロジット","e LogiT co.,ltd.","カブシキガイシャイーロジット","千代田区外神田３丁目１１番１１号","倉庫・運輸関連","93270","7010001126191"
"E36406","内国法人・組合","上場","有","657","3月31日","ブロードマインド株式会社","","ブロードマインドカブシキガイシャ","渋谷区桜丘町１番１号","その他金融業","73430","6011001066916"
"E36408","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","Ａｓｌｅａｄ　Ｓｔｒａｔｅｇｉｃ　Ｖａｌｕｅ　Ｆｕｎｄ","","アスリード　ストラテジック　バリュー　ファンド","１９０　Ｅｌｇｉｎ　Ａｖｅｎｕｅ，　Ｇｅｏｒｇｅ　Ｔｏｗｎ，Ｇｒａｎｄ　Ｃａｙｍａｎ，ＫＹ１－９００８，Ｃａｙｍａｎ　Ｉｓｌａｎｄｓ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36410","内国法人・組合","上場","無","2513","12月31日","スパイダープラス株式会社","","スパイダープラスカブシキガイシャ","港区虎ノ門２－２－１　住友不動産虎ノ門タワー２７階","情報・通信業","41920","5013301026121"
"E36412","内国法人・組合","上場","有","6754","6月末日","テスホールディングス株式会社","TESS Holdings Co., Ltd.","テスホールディングスカブシキガイシャ","大阪市淀川区西中島６丁目１番１号","建設業","50740","7120001138936"
"E36414","内国法人・組合（有価証券報告書等の提出義務者以外）","","","34201","","ＬＩＮＥ株式会社","","ラインカブシキカイシャ","新宿区新宿四丁目１番６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2011101089911"
"E36420","内国法人・組合","上場","有","193","9月末日","株式会社ヒューマンクリエイションホールディングス","","カブシキガイシャヒューマンクリエイションホールディングス","千代田区霞が関三丁目２番１号","サービス業","73610","8010001178760"
"E36421","内国法人・組合","上場","無","564","7月末日","売れるネット広告社グループ株式会社","Ureru Net Advertising Group Co.,Ltd.","ウレルネットコウコクシャグループカブシキガイシャ","福岡市早良区百道浜二丁目３番８号","情報・通信業","92350","7290001037832"
"E36422","個人（組合発行者を除く）","","","0","","加藤　公一レオ","","カトウ　コウイチレオ","","個人（組合発行者を除く）","",""
"E36424","個人（組合発行者を除く）","","","0","","村山　哲朗","","ムラヤマ　テツロウ","","個人（組合発行者を除く）","",""
"E36425","個人（組合発行者を除く）","","","0","","垣内　勇威","","カキウチ　ユウイ","","個人（組合発行者を除く）","",""
"E36426","個人（組合発行者を除く）","","","","","中道謙","","ナカミチケン","","個人（組合発行者を除く）","",""
"E36429","個人（組合発行者を除く）","","","","","大淵　亮平","","オオブチ　リョウヘイ","","個人（組合発行者を除く）","",""
"E36431","内国法人・組合","上場","無","282","12月31日","株式会社ベビーカレンダー","baby calendar Inc.","カブシキカイシャベビーカレンダー","渋谷区代々木一丁目３８番２号","サービス業","73630","5010401065685"
"E36432","内国法人・組合","非上場","有","1000","3月31日","東京電力リニューアブルパワー株式会社","","トウキョウデンリョクリニューアブルパワーカブシキガイシャ","千代田区内幸町１丁目１番３号","電気・ガス業","","3010001204364"
"E36433","内国法人・組合","上場","有","3303","2月末日","株式会社オキサイド","OXIDE Corporation","カブシキガイシャオキサイド","北杜市武川町牧原１７４７番地１","その他製品","65210","9090001011376"
"E36435","内国法人・組合","上場","無","348","3月31日","株式会社アイスコ","Iceco Inc.","カブシキガイシャアイスコ","横浜市泉区新橋町１２１２番地","卸売業","76980","5020001000471"
"E36438","個人（組合発行者を除く）","","","0","","伊藤　裕昭","","イトウ　ヒロアキ","","個人（組合発行者を除く）","",""
"E36441","外国法人・組合（有価証券報告書等の提出義務者以外）","","","155","","ＩＴＯＣＨＵ　ＰＬＡＳＴＩＣＳ　ＰＴＥ．，　ＬＴＤ．","","イトウチュウプラスチックスプライベートリミテッド","６　ＳＨＥＮＴＯＮ　ＷＡＹ　＃２１－０８Ａ　ＯＵＥ　ＤＯＷＮＴＯＷＮ　ＳＩＮＧＡＰＯＲＥ　０６８８０９","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36442","内国法人・組合（有価証券報告書等の提出義務者以外）","","","92","","株式会社雅コーポレーション","","カブシキカイシャミヤビコーポレーション","杉並区善福寺二丁目３６番３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3011301018413"
"E36443","個人（組合発行者を除く）","","","","","高橋　淳也","","タカハシ　ジュンヤ","","個人（組合発行者を除く）","",""
"E36446","個人（組合発行者を除く）","","","","","佐々木　大地","","ササキ　ダイチ","","個人（組合発行者を除く）","",""
"E36447","個人（組合発行者を除く）","","","","","中島　瑞木","","ナカジマ　ミズキ","","個人（組合発行者を除く）","",""
"E36448","個人（組合発行者を除く）","","","","","中島　杏奈","","ナカジマ　アンナ","","個人（組合発行者を除く）","",""
"E36454","個人（組合発行者を除く）","","","","","古川　保典","","フルカワ　ヤスノリ","","個人（組合発行者を除く）","",""
"E36457","個人（組合発行者を除く）","","","0","","相原　敏貴","","アイハラ　トシタカ","","個人（組合発行者を除く）","",""
"E36460","内国法人・組合","上場","有","2510","12月31日","株式会社電算システムホールディングス","Densan System Holdings Co.,Ltd.","カブシキガイシャデンサンシステムホールディングス","岐阜市日置江１丁目５８番地","情報・通信業","40720","9200001038853"
"E36464","内国法人・組合","上場","有","923","3月31日","表示灯株式会社","HYOJITO Co.. Ltd","ヒョウジトウカブシキカイシャ","名古屋市中村区名駅４丁目２－１１","サービス業","73680","7180001040070"
"E36466","内国法人・組合","上場","有","4425","3月末日","株式会社紀文食品","KIBUN FOODS INC.","カブシキガイシャキブンショクヒン","中央区銀座５－１５－１","食料品","29330","4010001041880"
"E36469","内国法人・組合（有価証券報告書等の提出義務者以外）","","","6","","株式会社ＴＲＭブラザーズ","","カブシキガイシャティーアールエムブラザーズ","渋谷区道玄坂１－１６－６　二葉ビル８ｂ","内国法人・組合（有価証券報告書等の提出義務者以外）","","7020001110491"
"E36470","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＡＡＧＳ　Ｉｎｖｅｓｔｍｅｎｔ，　Ｉｎｃ．","","エーエージーエス　インベストメント　インク","１９０　Ｅｌｇｉｎ　Ａｖｅｎｕｅ，　Ｇｅｏｒｇｅ　Ｔｏｗｎ，　Ｇｒａｎｄ　Ｃａｙｍａｎ　ＫＹ１－９００８，　Ｃａｙｍａｎ　Ｉｓｌａｎｄｓ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36471","個人（組合発行者を除く）","","","","","中野　智哉","","ナカノ　トモヤ","","個人（組合発行者を除く）","",""
"E36473","内国法人・組合（有価証券報告書等の提出義務者以外）","","","15","","株式会社エイ・ティー・ジー・シー","","カブシキガイシャエイティージーシー","さいたま市南区文蔵三丁目１１番９号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1030001001027"
"E36475","個人（組合発行者を除く）","","","0","","青木　淳一","","アオキ　ジュンイチ","","個人（組合発行者を除く）","",""
"E36477","個人（組合発行者を除く）","","","","","山田　正洋","","ヤマダ　マサヒロ","","個人（組合発行者を除く）","",""
"E36478","内国法人・組合","上場","有","149","6月30日","株式会社リファインバースグループ","REFINVERSE Group, Inc.","カブシキガイシャリファインバースグループ","中央区日本橋人形町３－１０－１","サービス業","73750","8010001219556"
"E36479","外国法人・組合（有価証券報告書等の提出義務者以外）","","","7","","Ｈｉｋａｒｉ　Ｉｎｖｅｓｔｍｅｎｔ　ＢＶＩ　Ｌｉｍｉｔｅｄ","","ヒカリ　インベストメント　ビーブイアイ　リミテッド","Ｖｉｓｔｒａ　Ｃｏｒｐｏｒａｔｅ　Ｓｅｒｖｉｃｅｓ　Ｃｅｎｔｒｅ，　Ｗｉｃｋｈａｍｓ　Ｃａｙ　ＩＩ，　Ｒｏａｄ　Ｔｏｗｎ，　Ｔｏｒｔｏｌａ，　Ｂｒｉｔｉｓｈ　Ｖｉｒｇｉｎ　Ｉｓｌａｎｄｓ，　ＶＧ１１１０","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36480","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","クリプトメリア株式会社","","クリプトメリアカブシキカイシャ","渋谷区富ヶ谷２－４０－１４","内国法人・組合（有価証券報告書等の提出義務者以外）","","8011001045934"
"E36482","内国法人・組合（有価証券報告書等の提出義務者以外）","","","9","","株式会社ＴＮＮアドバイザーズ","","カブシキカイシャティーエヌエヌアドバイザーズ","東京都港区麻布十番２丁目５－１３","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010001205148"
"E36483","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ＰＩＭＣＯファンズ：グローバル・インベスターズ・シリーズ・ピーエルシー","","ピムコファンズグローバルインベスターズシリーズピーエルシー","アイルランド、Ｄ０２　ＨＤ３２、ダブリン２、サー・ジョン・ロジャーソンズ・キー７８","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36484","内国法人・組合","上場","有","6254","7月31日","ビジョナル株式会社","Visional","ビジョナルカブシキガイシャ","渋谷区渋谷二丁目１５－１","情報・通信業","41940","6011001132222"
"E36485","個人（組合発行者を除く）","","","","","南　壮一郎","","ミナミ　ソウイチロウ","","個人（組合発行者を除く）","",""
"E36486","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社イグニス","","カブシキカイシャイグニス","渋谷区恵比寿一丁目１９番１９号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001216152"
"E36489","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","みよし建設株式会社","","ミヨシケンセツカブシキカイシャ","新宿区四谷３丁目１番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","2030001058033"
"E36493","個人（組合発行者を除く）","","","0","","吉橋　正","","ヨシハシ　タダシ","","個人（組合発行者を除く）","",""
"E36494","個人（組合発行者を除く）","","","","","北山　忠雄","","キタヤマ　タダオ","","個人（組合発行者を除く）","",""
"E36495","個人（組合発行者を除く）","","","","","大西　新吾","","オオニシ　シンゴ","","個人（組合発行者を除く）","",""
"E36497","個人（組合発行者を除く）","","","","","平岡　卓","","ヒラオカ　タカシ","","個人（組合発行者を除く）","",""
"E36498","内国法人・組合","上場","有","4057","12月31日","株式会社マーキュリアホールディングス","","カブシキカイシャマーキュリアホールディングス","千代田区内幸町三丁目３番３号内幸町ダイビル","証券、商品先物取引業","73470","8010001219432"
"E36499","個人（組合発行者を除く）","","","","","北山　裕美","","キタヤマ　ユウミ","","個人（組合発行者を除く）","",""
"E36501","個人（組合発行者を除く）","","","","","小林　俊一郎","","コバヤシ　シュンイチロウ","","個人（組合発行者を除く）","",""
"E36502","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","パーインベスト（ルクセンブルグ）ＳＩＣＡＶ","","パーインベストルクセンブルグシキャブ","ルクセンブルグ大公国、ルクセンブルグＬ－２４５３、ユージン・リュペール通り１２番","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36504","個人（組合発行者を除く）","","","0","","伊藤　清","","イトウ　キヨシ","","個人（組合発行者を除く）","",""
"E36505","個人（組合発行者を除く）","","","0","","笹川　治信","","ササカワ　ハルノブ","","個人（組合発行者を除く）","",""
"E36508","個人（組合発行者を除く）","","","","","伊藤　謙自","","イトウ　ケンジ","","個人（組合発行者を除く）","",""
"E36509","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","高谷コンサルティング株式会社","","タカタニコンサルティングカブシキガイシャ","吹田市垂水町一丁目２１番１６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8120901042294"
"E36512","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社オータス","","カブシキガイシャオータス","渋谷区恵比寿四丁目２０番３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2011001138751"
"E36522","個人（組合発行者を除く）","","","","","角井　亮一","","カクイ　リョウイチ","","個人（組合発行者を除く）","",""
"E36523","個人（組合発行者を除く）","","","","","新明　智","","シンミョウ　サトシ","","個人（組合発行者を除く）","",""
"E36524","個人（組合発行者を除く）","","","","","南　章行","","ミナミ　アキユキ","","個人（組合発行者を除く）","",""
"E36529","外国法人・組合（有価証券報告書等の提出義務者以外）","","","26","","ＭＩＲＩ　Ｃａｐｉｔａｌ　Ｍａｎａｇｅｍｅｎｔ　ＬＬＣ","","ミリ　キャピタル　マネジメント　エルエルシー","アメリカ合衆国マサチューセッツ州０２１１６ボストン、ボイルトン・ストリート７４５、スイート３０１","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36532","内国法人・組合","上場","有","83","9月30日","株式会社ネオマーケティング","NEO MARKETING INC.","カブシキガイシャネオマーケティング","渋谷区南平台町１６番２５号","情報・通信業","41960","4011001046358"
"E36533","外国法人・組合（有価証券報告書等の提出義務者以外）","","","493","","ＺＥＵＳ　ＣＯ．，ＬＴＤ．","","ゼウス","１３２，Ａｎｎｙｅｏｎｇｎａｍ－ｒｏ，Ｈｗａｓｅｏｎｇ－ｓｉ，Ｇｙｅｏｎｇｇｉ－ｄｏ，Ｋｏｒｅａ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36534","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","ＦＨＬホールディングス株式会社","","エフエイチエルホールディングスカブシキカイシャ","文京区後楽二丁目２３番１２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7011101085245"
"E36538","個人（組合発行者を除く）","","","","","保芦　將人","","ホアシ　マサヒト","","個人（組合発行者を除く）","",""
"E36539","内国法人・組合","上場","有","2000","6月30日","ＤＮホールディングス株式会社","DN HOLDINGS CO., LTD.","ディーエヌホールディングスカブシキガイシャ","千代田区神田練塀町３００番地","サービス業","73770","8010001219795"
"E36541","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","アサヒ・リファイニング・ユーエスエー・インク","","アサヒ　リファイニング　ユーエスエー　インク","アメリカ合衆国、デラウェア州１９８０８、ニューキャッスル、ウィルミントン、センタービルロード２７１１、スイート４００","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36542","個人（組合発行者を除く）","","","","","行川　久代","","ナメカワ　ヒサヨ","","個人（組合発行者を除く）","",""
"E36545","内国法人・組合","上場","有","1848","12月31日","株式会社ジェイ・イー・ティ","J.E.T.Co.,LTD.","カブシキガイシャジェイイーティー","浅口郡里庄町大字新庄字金山６０７８番","機械","62280","1260001018766"
"E36546","個人（組合発行者を除く）","","","0","","橋本　光伸","","ハシモト　ミツノブ","","個人（組合発行者を除く）","",""
"E36548","外国法人・組合（有価証券報告書等の提出義務者以外）","","","65552","","ＣＡＮＴＯＲ　ＦＩＴＺＧＥＲＡＬＤ　＆　ＣＯ．","","キャンター　フィッツジェラルド　アンド　コー","１１０　Ｅａｓｔ　５９ｔｈ　Ｓｔｒｅｅｔ，　Ｎｅｗ　Ｙｏｒｋ　１００２２","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36549","外国法人・組合（有価証券報告書等の提出義務者以外）","","","10780","","ＣＡＮＴＯＲ　ＦＩＴＺＧＥＲＡＬＤ　ＥＵＲＯＰＥ","","キャンター　フィッツジェラルド　ヨーロッパ","５　ＣＨＵＲＣＨＩＬＬ　ＰＬＡＣＥ，　ＣＡＮＡＲＹ　ＷＨＡＲＦ，　ＬＯＮＤＯＮ，　ＵＮＩＴＥＤ　ＫＩＮＧＤＯＭ　Ｅ１４　５ＨＵ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36555","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＣＳＭ・Ｍ３合同会社","","シーエスエム　エムスリーゴウドウガイシャ","中野区鷺宮２－７－５","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010403016651"
"E36556","個人（組合発行者を除く）","","","","","加島禎二","","カシマ　テイジ","","個人（組合発行者を除く）","",""
"E36562","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","三神興業株式会社","","サンシンコウギョウカブシキガイシャ","中央区八丁堀１丁目１３番１０号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001058009"
"E36563","個人（組合発行者を除く）","","","","","有田　佳史","","アリタ　ヨシヒト","","個人（組合発行者を除く）","",""
"E36566","個人（組合発行者を除く）","","","","","蘇　乾聞","","ソ　ケンブン","","個人（組合発行者を除く）","",""
"E36571","個人（組合発行者を除く）","","","0","","米澤　量登","","ヨネザワ　カズト","","個人（組合発行者を除く）","",""
"E36573","個人（組合発行者を除く）","","","","","小林　義典","","コバヤシ　ヨシノリ","","個人（組合発行者を除く）","",""
"E36576","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｚ株式会社","","ゼットカブシキガイシャ","千代田区九段南３－８－２ライオンズマンション九段第二４０１","内国法人・組合（有価証券報告書等の提出義務者以外）","","2011501025334"
"E36577","個人（組合発行者を除く）","","","","","早川　周作","","ハヤカワ　シュウサク","","個人（組合発行者を除く）","",""
"E36578","個人（組合発行者を除く）","","","","","横治　祐介","","ヨコジ　ユウスケ","","個人（組合発行者を除く）","",""
"E36580","個人（組合発行者を除く）","","","","","柳　先","","ヤナギ　セン","","個人（組合発行者を除く）","",""
"E36581","内国法人・組合（有価証券報告書等の提出義務者以外）","","","30","","山形兄弟株式会社","","ヤマガタキョウダイカブシキガイシャ","渋谷区西原３－４５－５","内国法人・組合（有価証券報告書等の提出義務者以外）","","4011001091890"
"E36582","内国法人・組合（有価証券報告書等の提出義務者以外）","","","9","","株式会社ネクスタ","","カブシキガイシャネクスタ","小平市小川町２丁目１１５７番地の８","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010001212461"
"E36583","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1204","","日本生命第６回劣後ローン流動化株式会社","","ニホンセイメイダイロクカイレツゴローンリュウドウカカブシキカイシャ","千代田区丸の内一丁目４番１号東京共同会計事務所内","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010001216645"
"E36587","内国法人・組合（有価証券報告書等の提出義務者以外）","","","30","","株式会社デベロップ","","カブシキガイシャデベロップ","市川市市川一丁目４－１０市川ビル８階","内国法人・組合（有価証券報告書等の提出義務者以外）","","8040001032114"
"E36588","個人（組合発行者を除く）","","","","","高田　楊子","","タカタ　ヨウコ","","個人（組合発行者を除く）","",""
"E36590","外国法人・組合（有価証券報告書等の提出義務者以外）","","","111408","","Ｐｅａｋ　ＸＶ　Ｐａｒｔｎｅｒｓ　Ｉｎｖｅｓｔｍｅｎｔｓ　ＩＶ","","ピークフィフティーンパートナーズインベストメンツフォー","Ｆｉｆｔｈ　Ｆｌｏｏｒ，　Ｅｂｅｎｅ　Ｅｓｐｌａｎａｄｅ，　２４　Ｂａｎｋ　Ｓｔｒｅｅｔ，　Ｃｙｂｅｒｃｉｔｙ，　Ｅｂｅｎｅ，　Ｍａｕｒｉｔｉｕｓ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36591","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","レインボー・ライト・リミテッド","","レインボーライトリミテッド","英領バージン諸島ＶＧ１１１０トルトラ島ロード・タウン、ウィッカムズ・ケイⅡ、ヴィストラ・コーポレート・サービシズ・センター","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36592","外国法人・組合（有価証券報告書等の提出義務者以外）","","","420","","ウットラム・ホールディングス・リミテッド","","ウットラムホールディングスリミテッド","香港、ニューテリトリーズ、セン湾区、Ｕｋロード　ヤン　８、ニナタワー、第２タワー、３２階、３２０３及び３２０４室","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36593","外国法人・組合（有価証券報告書等の提出義務者以外）","","","193","","ニプシー・ホールディングス・インターナショナル・リミテッド","","ニプシーホールディングスインターナショナルリミテッド","香港、ニューテリトリーズ、セン湾区、Ｕｋロード　ヤン　８、ニナタワー、第２タワー、３２階、３２０３及び３２０４室","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36596","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","グローバル・プレミア・グループ・リミテッド","","グローバルプレミアグループリミテッド","ビストラ・コーポレート・サービシーズ・センター、ウィッカムズ　ケイ　２、ロード　タウン、トルトラ、ＶＧ１１１０、イギリス領バージン諸島","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36597","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社紀鳳産業","","カブシキガイシャキホウサンギョウ","港区虎ノ門三丁目６番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010401070977"
"E36604","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","メープル合同会社","","メープルゴウドウカイシャ","港区虎ノ門三丁目２２番１０ー２０１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010403024720"
"E36605","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","株式会社福留興産","","カブシキガイシャフクトメコウサン","広島市西区草津港２丁目６－７５","内国法人・組合（有価証券報告書等の提出義務者以外）","","9240002014346"
"E36606","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＥＶ　Ｏ　ＦＵＮＤ　ＬＬＣ","","イーブイオーファンドエルエルシー","アメリカ合衆国、デラウェア州１９８０１、ニューキャッスル郡、ウィルミントン、オレンジ・ストリート１２０９","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36607","個人（組合発行者を除く）","","","","","吉田　大士","","ヨシダ　モトヒト","","個人（組合発行者を除く）","",""
"E36611","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＹＫＴ株式会社","","ワイケイティカブシキカイシャ","豊中市中桜塚３丁目２番２１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1120901039347"
"E36619","個人（組合発行者を除く）","","","0","","尾松　豪紀","","オマツ　ヒデトシ","","個人（組合発行者を除く）","",""
"E36620","内国法人・組合（有価証券報告書等の提出義務者以外）","","","28424","","東海道リート投資法人","","トウカイドウリートトウシホウジン","千代田大手町二丁目２番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010005032892"
"E36621","内国法人・組合","上場","有","446","6月末日","株式会社メイホーホールディングス","Meiho Holdings,Inc.","カブシキガイシャメイホーホールディングス","岐阜市吹上町６丁目２１番","サービス業","73690","6200001033709"
"E36625","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＡＰＩＰ，　Ｉｎｃ．","","エーピーアイピー　インク","ｃ／ｏ　Ｗａｌｋｅｒｓ　Ｃｏｒｐｏｒａｔｅ　Ｌｉｍｉｔｅｄ，　１９０　Ｅｌｇｉｎ　Ａｖｅｎｕｅ，　Ｇｅｏｒｇｅ　Ｔｏｗｎ，　Ｇｒａｎｄ　Ｃａｙｍａｎ　ＫＹ１－９００８，　Ｃａｙｍａｎ　Ｉｓｌａｎｄｓ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36626","外国法人・組合（有価証券報告書等の提出義務者以外）","","","66274","","ＫＬＡテンコール（シンガポール）ピーティーイー・エルティーディー","","ケーエルエーテンコールシンガポールピーティーイーエルティーディー","５５４５３２　シンガポール、ノース・アヴェニュー５、セラングーン４","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36627","内国法人・組合","上場","無","785","3月31日","ドリームベッド株式会社","DREAMBED CO.,LTD.","ドリームベッドカブシキガイシャ","広島市西区己斐本町三丁目１２番３９号","その他製品","77910","7240001007740"
"E36629","内国法人・組合","上場","有","155","9月30日","株式会社デコルテ・ホールディングス","Decollte Holdings Corporation","カブシキガイシャデコルテホールディングス","神戸市中央区加納町４丁目４番１７号　ニッセイ三宮ビル１２階","サービス業","73720","2010001180292"
"E36630","外国法人・組合（有価証券報告書等の提出義務者以外）","","","10544","","ＷＣＭインベストメント・マネジメント・エルエルシー","","ダブルシーエムインベストメントマネジメントエルエルシー","米国、９２６５１－２９７４、カリフォルニア州、ラグナ・ビーチ、ブルックス・ストリート２８１","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36633","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社ＳＰＣトラスト","","ユウゲンガイシャエスピーシートラスト","港区赤坂四丁目２番６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010402025296"
"E36634","個人（非居住者）（組合発行者を除く）","","","","","植島　幹九郎","","ウエシマ　カンクロウ","","個人（非居住者）（組合発行者を除く）","",""
"E36635","内国法人・組合","上場","無","312","9月30日","株式会社プラスアルファ・コンサルティング","Plus Alpha Consulting Co., Ltd.","カブシキカイシャプラスアルファコンサルティング","港区東新橋一丁目９番２号汐留住友ビル２５階","サービス業","40710","9010401068115"
"E36636","内国法人・組合（有価証券報告書等の提出義務者以外）","","","24","","株式会社みらい知的財産技術研究所","","カブシキガイシャミライチテキザイサンギジュツケンキュウショ","新宿区四谷本塩町４番４１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1011101055823"
"E36637","内国法人・組合","上場","有","306","5月31日","株式会社テンダ","","カブシキガイシャテンダ","豊島区西池袋一丁目１１番１号","情報・通信業","41980","3013301014169"
"E36638","内国法人・組合","上場","無","902","5月31日","株式会社Ｅｎｊｉｎ","Enjin Co., Ltd.","カブシキガイシャエンジン","中央区銀座５－１３－１６","サービス業","73700","4120001145497"
"E36639","個人（組合発行者を除く）","","","0","","石脇　秀夫","","イシワキ　ヒデオ","","個人（組合発行者を除く）","",""
"E36641","個人（組合発行者を除く）","","","0","","髙崎　敏宏","","タカサキ　トシヒロ","","個人（組合発行者を除く）","",""
"E36642","個人（組合発行者を除く）","","","0","","藤井　克重","","フジイ　カツシゲ","","個人（組合発行者を除く）","",""
